SpaciiScores	pathogenScores
3.2706405579772877	-1.7708893071801413
3.6847777330102076	-1.242721066865613
5.1483877185793006	-3.0272952247495937
3.2527970319037536	-3.4143048206992717
5.259420903225873	-5.33416794898335
2.7347010436897676	-4.605996491362788
6.316070129249681	-1.813655773144518
1.9749688681109205	-4.49320681100113
4.8499599832667	-0.33565963122833864
4.552442563640739	-7.105374064143859
3.2241426920867298	-1.3979452689977734
6.72380650203695	-2.4161331707767033
4.0040901258989265	-4.131215103271387
4.771434577738717	-6.069607890735227
6.641430705618404	-3.5200504317158448
1.8518784316783865	-1.482260415735567
2.9581814418050385	-1.1464680002999046
2.009686622427239	-7.116477644836124
6.1346332569855235	1.6323305426656134
2.9539864208512085	-6.191757914038419
2.047375098990699	-1.4450873423368478
3.6138740621522345	-2.4242437002254746
5.057462481304867	-4.584291133388319
3.6534007907780506	-5.204689044268747
1.1410294676961996	-0.4397406435782045
4.41459827760292	-2.1426730090583703
0.9825167186020565	1.6714631871363679
0.9019238887048289	-4.205000766089455
2.4009083316402666	-4.230288671281272
4.993164878310637	-4.911317041544123
6.571322399872969	-2.2317223574933394
5.4559371882646985	-1.6608059135977271
3.9938679545597324	-7.816769030497738
3.8553743423294975	-6.785729071624019
5.163635770361367	-7.340360650152093
5.360771937882674	-5.608053383431098
1.9059357265734036	-2.8837752801270824
2.2930434862818743	-1.6258248355476326
-1.7982013399705465	-3.6551060553863124
3.7537857163703734	-3.2259778610563785
5.158903783469839	-3.292811317199096
1.144622890738816	-1.9198159256226575
4.112904594440067	-1.2376161934606387
1.237156790687095	-0.1664084511014039
5.853897446593976	-1.2727404494503674
-2.1235202009819716	-9.37435482730973
2.8550462866103317	1.0684275346725087
6.573404447173829	-3.4329472314357474
0.08477216041242741	-4.352949449294158
0.5656457125631675	-5.800068197654298
-2.282472837899576	-2.9154499566087395
1.9116026195136158	-4.587094519614169
0.6366646540539591	-6.339712711615789
2.397481281030082	-3.4229984028070817
3.7188535744102182	-4.0163305907837525
5.668632421347297	-2.314398800141788
1.8712879744131499	-4.339393160125098
2.771037866291067	-0.6949310902045056
0.39290517920693446	-4.636325899104094
0.4125877280160637	-1.2524711814764373
3.113764097288339	-0.6236549746961373
6.120076339555283	-2.3080126723991725
4.403263585042254	-4.079339694159756
2.0818452997160932	-1.3630691416879017
-0.010745189837649605	-2.0298548327136245
2.1999617103942057	-0.196795160100379
1.4047482865617553	2.087063984848669
0.7376579179577618	1.0151745885102912
1.9571191904783802	-1.873435933734811
5.265623877672908	-2.8173922908426334
4.667413859157705	3.6738610138320382
0.765610423773154	-2.9302476522804284
3.472859745835734	-4.457240804405274
0.2880272989285686	-2.860855304789794
2.6482798979312463	-6.3773419088129515
0.38803822062186555	-6.577143830873155
2.3313136371751	-1.5528213442577794
4.133753160813939	-1.6164630447166815
7.464392658068505	-9.841512394949632
7.004797339670915	-3.343910375459501
0.7213505892891874	0.9602465022491344
4.321369453715789	-3.37715636250104
9.715101060947973	1.7970592747465446
1.279566286612237	-5.591711864395933
-3.24349466469252	-0.7573284463694847
0.5347635987139938	-5.536296027950669
4.322461907123852	-3.7072285918699492
0.9786581678210666	-1.5775570993313863
3.7640015357037555	-8.000367040395872
-0.9221592595242214	7.139105780849832
7.58273599871319	-0.21459235554348766
2.71998602886552	-6.846712951380056
7.387039257277934	-6.442706023303401
6.527652307901803	-1.1293964272665278
4.955128036177911	-4.980145822335629
3.4328295134761504	-2.619208487879291
-0.6761394980675277	-7.817788142283433
3.6460367164656873	-4.917734980713618
0.5559740123310064	-4.423120795550346
4.562255660387763	-1.4331796463855824
-0.5807967961076201	-1.0405294092068686
1.6264535621466791	-1.589996107914999
3.0396147949678607	0.24266868353063842
0.834171377862873	-5.337925481503305
-1.9313988245676796	-0.6440317893264478
-1.2987604515557791	-1.8323416791185139
3.3414577154587732	-2.259790361614506
5.567665440797128	-1.1852886794864332
3.786180339804986	-1.7059401085082868
1.9764708901954862	1.7459806876811967
2.618751924149109	-6.476326499580324
7.797905702753354	-3.8325728661216374
-1.2973828670973262	-0.8326572402361876
5.591982509911588	-2.9057381757248777
2.1786416434028695	0.029450125356987655
4.181623850670519	-5.289732302722655
4.924472158345708	-1.077730777792226
5.1764460121816	-4.614379688695408
5.915753711003873	-2.5071172854420354
7.054114974616965	-5.692506489187394
0.7332341315796498	-7.921216283961115
0.21327995268990207	-4.569476310839434
6.678514803489122	-0.06998385965698617
3.0917741513507337	-4.043246945282817
3.9274804959983385	-3.518071640647406
4.445560930140914	-5.347186593592994
1.5063317829328469	0.8521662930115212
2.115853165833016	-5.071089784240144
4.66059246769953	-2.7638686756414472
1.9713788919385706	-1.4503517605616025
2.1114632166998035	-3.894754191857345
2.2790013701282703	-6.176166399369066
5.276432048888665	-7.964327002701111
3.6923222726314293	-2.6520242353296055
0.9220709574283887	-4.50425476038302
7.6379810447555485	-2.2211819677633002
7.439578714846789	-1.29345494052626
0.7784518083132639	-7.780772648562078
4.026991145143484	-1.833909656107494
3.5996683850450495	-4.344514532384409
-0.6824679939367968	0.4695079815191434
2.126290668681378	-2.5180631754705303
7.215873018225551	-3.0598365920910453
1.547324183165074	-4.4255020669166925
1.8378216403375802	0.23886375939679283
1.1992432654597565	-5.731047174672682
0.5720764698016865	4.294360731542525
2.3619133507668835	-1.6828123566532156
1.9527381821864083	-7.203375687559401
-0.0078533475963809	-4.732244344329814
7.943070546637557	-1.705923050835139
-0.6534011913201994	-3.0944254548883237
1.8533310853967464	-4.565141401624658
1.8340835730473657	-0.3716804275051686
0.14745966992529702	-2.536729081684598
4.886648011305056	-3.0208422357797815
5.343361946127857	-2.409677852077209
2.0564331608757414	0.1488831127207959
4.130499241624079	-5.047363395143833
-0.49558348969941335	-2.527435991253583
2.7896966301730686	0.8703454869771861
3.4898909655651096	0.4581499834510794
2.83886304465625	-6.584248259675604
-0.48273735300210774	-6.0978896467063635
2.6696948749815874	-2.6181052585332623
1.966430429520841	-6.25488251355452
4.934203647273534	-4.355626175292912
